,Unnamed: 0,t,m,j,u,Price
3002,3002,2019,kedougou,Cassava,Morceau,100.0
3003,3003,2019,kedougou,Cassava,Tas,200.0
3004,3004,2019,kedougou,Cassava,Unit,100.0
3005,3005,2019,kedougou,Mayonnaise,Pot,1000.0
3006,3006,2019,kedougou,Mayonnaise,Sachet,100.0
3007,3007,2019,kedougou,Mayonnaise,Seau,
3008,3008,2019,kedougou,Mayonnaise,Tablespoon,550.0
3009,3009,2019,kedougou,Mayonnaise,Teaspoon,50.0
3010,3010,2019,kedougou,Maize (grain),Boite De Tomate/Pot,10000.0
3011,3011,2019,kedougou,Maize (grain),Calebasse,4158.333333
3012,3012,2019,kedougou,Maize (grain),Kg,400.0
3013,3013,2019,kedougou,Maize (grain),Sac (50 Kg),15000.0
3014,3014,2019,kedougou,Maize (grain),Sachet,
3015,3015,2019,kedougou,Corn on the cob,Tas,
3016,3016,2019,kedougou,Corn on the cob,Unit,
3017,3017,2019,kedougou,Honey,Boite De Tomate/Pot,
3018,3018,2019,kedougou,Honey,Bouteille de 50 cl,
3019,3019,2019,kedougou,Honey,Bouteilles,
3020,3020,2019,kedougou,Honey,Litre,2500.0
3021,3021,2019,kedougou,Honey,Sachet,
3022,3022,2019,kedougou,Honey,Tablespoon,2500.0
3023,3023,2019,kedougou,Millet,Boite De Tomate/Pot,7600.0
3024,3024,2019,kedougou,Millet,Kg,400.0
3025,3025,2019,kedougou,Millet,Sachet,
3026,3026,2019,kedougou,Dried cowpeas/beans,Boite De Tomate/Pot,
3027,3027,2019,kedougou,Dried cowpeas/beans,Cup/Goblet,
3028,3028,2019,kedougou,Dried cowpeas/beans,Kg,500.0
3029,3029,2019,kedougou,Dried cowpeas/beans,Sachet,100.0
3030,3030,2019,kedougou,Dried cowpeas/beans,Teacup,50.0
3031,3031,2019,kedougou,Coconut,Morceau,
3032,3032,2019,kedougou,Coconut,Unit,
3033,3033,2019,kedougou,Kola nuts,Cornet,
3034,3034,2019,kedougou,Kola nuts,Kg,1750.0
3035,3035,2019,kedougou,Kola nuts,Sachet,150.0
3036,3036,2019,kedougou,Kola nuts,Tas,350.0
3037,3037,2019,kedougou,Kola nuts,Unit,87.5
3038,3038,2019,kedougou,Eggs,Demi Tablette,2600.0
3039,3039,2019,kedougou,Eggs,Tablette (30),2500.0
3040,3040,2019,kedougou,Eggs,Tas,
3041,3041,2019,kedougou,Eggs,Unit,100.0
3042,3042,2019,kedougou,Fresh onion,Filet (1 Kg),
3043,3043,2019,kedougou,Fresh onion,Kg,500.0
3044,3044,2019,kedougou,Fresh onion,Morceau,
3045,3045,2019,kedougou,Fresh onion,Sac (25 Kg),
3046,3046,2019,kedougou,Fresh onion,Sachet,100.0
3047,3047,2019,kedougou,Fresh onion,Tas,150.0
3048,3048,2019,kedougou,Fresh onion,Unit,50.0
3049,3049,2019,kedougou,Orange,Kg,1000.0
3050,3050,2019,kedougou,Orange,Sachet,300.0
3051,3051,2019,kedougou,Orange,Tas,
3052,3052,2019,kedougou,Orange,Unit,250.0
3053,3053,2019,kedougou,Modern bread,Demi-Miche,75.0
3054,3054,2019,kedougou,Modern bread,Miche,150.0
3055,3055,2019,kedougou,Traditional bread,Demi-Miche,87.5
3056,3056,2019,kedougou,Traditional bread,Miche,125.0
3057,3057,2019,kedougou,"Watermelon, melon",Tas,2000.0
3058,3058,2019,kedougou,"Watermelon, melon",Tranche,
3059,3059,2019,kedougou,"Watermelon, melon",Unit,
3060,3060,2019,kedougou,Sweet potato,Kg,500.0
3061,3061,2019,kedougou,Sweet potato,Morceau,75.0
3062,3062,2019,kedougou,Sweet potato,Tas,183.3333333
3063,3063,2019,kedougou,Sweet potato,Unit,100.0
3064,3064,2019,kedougou,Dried peas,Kg,800.0
3065,3065,2019,kedougou,Dried peas,Sachet,100.0
3066,3066,2019,kedougou,Canned peas,Boite De Tomate/Pot,
3067,3067,2019,kedougou,Canned peas,Boîte,2000.0
3068,3068,2019,kedougou,Chili pepper,Boite De Tomate/Pot,375.0
3069,3069,2019,kedougou,Chili pepper,Boîte,
3070,3070,2019,kedougou,Chili pepper,Kg,1500.0
3071,3071,2019,kedougou,Chili pepper,Sachet,50.0
3072,3072,2019,kedougou,Chili pepper,Tas,100.0
3073,3073,2019,kedougou,Chili pepper,Unit,50.0
3074,3074,2019,kedougou,"Fresh fish (thiof/seudd, barracuda)",Kg,3375.0
3075,3075,2019,kedougou,"Fresh fish (thiof/seudd, barracuda)",Morceau,
3076,3076,2019,kedougou,"Fresh fish (thiof/seudd, barracuda)",Tas,1500.0
3077,3077,2019,kedougou,"Fresh fish (thiof/seudd, barracuda)",Unit,
3078,3078,2019,kedougou,Fresh fish (wass),Kg,1500.0
3079,3079,2019,kedougou,Fresh fish (wass),Tas,750.0
3080,3080,2019,kedougou,Fresh fish (wass),Unit,166.6666667
3081,3081,2019,kedougou,Fresh sardine (yaboy or obo),Kg,2000.0
3082,3082,2019,kedougou,Fresh sardine (yaboy or obo),Tas,500.0
3083,3083,2019,kedougou,Fresh sardine (yaboy or obo),Unit,150.0
3084,3084,2019,kedougou,Smoked sardine (kétiakh),Cornet,75.0
3085,3085,2019,kedougou,Smoked sardine (kétiakh),Kg,750.0
3086,3086,2019,kedougou,Smoked sardine (kétiakh),Sachet,100.0
3087,3087,2019,kedougou,Smoked sardine (kétiakh),Tas,100.0
3088,3088,2019,kedougou,Smoked sardine (kétiakh),Unit,100.0
3089,3089,2019,kedougou,"Dried fish (tambadiang, kong, etc.)",Kg,1000.0
3090,3090,2019,kedougou,"Dried fish (tambadiang, kong, etc.)",Morceau,100.0
3091,3091,2019,kedougou,"Dried fish (tambadiang, kong, etc.)",Tas,
3092,3092,2019,kedougou,"Dried fish (tambadiang, kong, etc.)",Unit,100.0
3093,3093,2019,kedougou,Fresh bell pepper,Kg,600.0
3094,3094,2019,kedougou,Fresh bell pepper,Tas,100.0
3095,3095,2019,kedougou,Fresh bell pepper,Tranche,
3096,3096,2019,kedougou,Fresh bell pepper,Unit,100.0
3097,3097,2019,kedougou,Potato,Kg,600.0
3098,3098,2019,kedougou,Potato,Tas,100.0
3099,3099,2019,kedougou,Potato,Unit,83.33333333
3100,3100,2019,kedougou,Live chicken,Unit,3750.0
3101,3101,2019,kedougou,Peanut paste,Kg,500.0
3102,3102,2019,kedougou,Peanut paste,Sachet,200.0
3103,3103,2019,kedougou,Peanut paste,Seau,3750.0
3104,3104,2019,kedougou,Peanut paste,Tablespoon,800.0
3105,3105,2019,kedougou,Pasta,Kg,500.0
3106,3106,2019,kedougou,Pasta,Paquet,400.0
3107,3107,2019,kedougou,Pasta,Sachet,150.0
3108,3108,2019,kedougou,Imported broken rice,Boite De Tomate/Pot,14750.0
3109,3109,2019,kedougou,Imported broken rice,Kg,14250.0
3110,3110,2019,kedougou,Imported broken rice,Sac (50 Kg),18000.0
3111,3111,2019,kedougou,Imported whole rice,Boite De Tomate/Pot,
3112,3112,2019,kedougou,Imported whole rice,Kg,14500.0
3113,3113,2019,kedougou,Local broken rice,Boite De Tomate/Pot,15000.0
3114,3114,2019,kedougou,Local broken rice,Kg,8000.0
3115,3115,2019,kedougou,Local whole rice,Boite De Tomate/Pot,15000.0
3116,3116,2019,kedougou,Local whole rice,Kg,4000.0
3117,3117,2019,kedougou,Lettuce/salad greens,Tas,375.0
3118,3118,2019,kedougou,Lettuce/salad greens,Unit,200.0
3119,3119,2019,kedougou,Salt,Boite De Tomate/Pot,50.0
3120,3120,2019,kedougou,Salt,Boîte,
3121,3121,2019,kedougou,Salt,Kg,50.0
3122,3122,2019,kedougou,Salt,Sac,
3123,3123,2019,kedougou,Salt,Sac (25 Kg),3000.0
3124,3124,2019,kedougou,Salt,Sachet,50.0
3125,3125,2019,kedougou,Salt,Tablespoon,100.0
3126,3126,2019,kedougou,Sorghum,Boite De Tomate/Pot,
3127,3127,2019,kedougou,Sorghum,Kg,400.0
3128,3128,2019,kedougou,Soumbala (fermented locust beans),Boite De Tomate/Pot,600.0
3129,3129,2019,kedougou,Soumbala (fermented locust beans),Boule (Dankk),50.0
3130,3130,2019,kedougou,Soumbala (fermented locust beans),Kg,800.0
3131,3131,2019,kedougou,Soumbala (fermented locust beans),Sachet,50.0
3132,3132,2019,kedougou,Soumbala (fermented locust beans),Tas,
3133,3133,2019,kedougou,Soumbala (fermented locust beans),Unit,50.0
3134,3134,2019,kedougou,Sugar (powdered or lumps),Kg,625.0
3135,3135,2019,kedougou,Sugar (powdered or lumps),Paquet (1 Kg),
3136,3136,2019,kedougou,Sugar (powdered or lumps),Sachet,100.0
3137,3137,2019,kedougou,Sugar (powdered or lumps),Teacup,
3138,3138,2019,kedougou,Sugar (powdered or lumps),Unit,750.0
3139,3139,2019,kedougou,"Taro (diabéré), macabo",Kg,
3140,3140,2019,kedougou,"Taro (diabéré), macabo",Unit,
3141,3141,2019,kedougou,Tea,Paquet,100.0
3142,3142,2019,kedougou,Tea,Sachet,100.0
3143,3143,2019,kedougou,Fresh tomato,Boite De Tomate/Pot,75.0
3144,3144,2019,kedougou,Fresh tomato,Bol,
3145,3145,2019,kedougou,Fresh tomato,Kg,
3146,3146,2019,kedougou,Fresh tomato,Morceau,125.0
3147,3147,2019,kedougou,Fresh tomato,Sachet,100.0
3148,3148,2019,kedougou,Fresh tomato,Seau,
3149,3149,2019,kedougou,Fresh tomato,Tas,100.0
3150,3150,2019,kedougou,Fresh tomato,Unit,100.0
3151,3151,2019,kedougou,Dried tomato,Boite De Tomate/Pot,200.0
3152,3152,2019,kedougou,Meat of other domestic poultry,Unit,
3153,3153,2019,kedougou,Beef,Kg,2500.0
3154,3154,2019,kedougou,Beef,Tas,650.0
3155,3155,2019,kedougou,Goat meat,Kg,2000.0
3156,3156,2019,kedougou,Goat meat,Tas,
3157,3157,2019,kedougou,Goat meat,Unit,
3158,3158,2019,kedougou,Mutton,Kg,2500.0
3159,3159,2019,kedougou,Mutton,Tas,1000.0
3160,3160,2019,kedougou,Pork,Kg,
3161,3161,2019,kedougou,Chicken meat,Unit,3500.0
3162,3162,2019,kedougou,Vinegar/mustard,Bouteille de 1 Litre,
3163,3163,2019,kedougou,Vinegar/mustard,Bouteille de 25cl,250.0
3164,3164,2019,kedougou,Vinegar/mustard,Bouteille de 50 cl,350.0
3165,3165,2019,kedougou,Vinegar/mustard,Bouteilles,500.0
3166,3166,2019,kedougou,Vinegar/mustard,Litre,500.0
3167,3167,2019,kedougou,Vinegar/mustard,Pot,800.0
3168,3168,2019,kedougou,Vinegar/mustard,Sachet,50.0
3169,3169,2019,kedougou,Vinegar/mustard,Tablespoon,500.0
3170,3170,2019,kedougou,Vinegar/mustard,Teacup,50.0
3171,3171,2019,kolda,"Offal and tripe (liver, kidney, etc.)",Kg,
3172,3172,2019,kolda,"Offal and tripe (liver, kidney, etc.)",Lakhass,166.6666667
3173,3173,2019,kolda,"Offal and tripe (liver, kidney, etc.)",Tas,
3174,3174,2019,kolda,Garlic,Kg,2800.0
3175,3175,2019,kolda,Garlic,Sachet,25.0
3176,3176,2019,kolda,Garlic,Tas,25.0
3177,3177,2019,kolda,Garlic,Tranche,25.0
3178,3178,2019,kolda,Garlic,Unit,50.0
3179,3179,2019,kolda,Pineapple,Boite De Tomate/Pot,700.0
3180,3180,2019,kolda,Roasted peanuts,Boite De Tomate/Pot,
3181,3181,2019,kolda,Roasted peanuts,Cornet,
3182,3182,2019,kolda,Roasted peanuts,Kg,
3183,3183,2019,kolda,Roasted peanuts,Sachet,25.0
3184,3184,2019,kolda,Roasted peanuts,Teacup,
3185,3185,2019,kolda,Shelled or pounded peanuts (noflaye),Boite De Tomate/Pot,300.0
3186,3186,2019,kolda,Shelled or pounded peanuts (noflaye),Boîte,
3187,3187,2019,kolda,Shelled or pounded peanuts (noflaye),Cup/Goblet,
3188,3188,2019,kolda,Shelled or pounded peanuts (noflaye),Kg,600.0
3189,3189,2019,kolda,Shelled or pounded peanuts (noflaye),Louche Traditionnelle,
3190,3190,2019,kolda,Shelled or pounded peanuts (noflaye),Sachet,100.0
3191,3191,2019,kolda,Fresh peanuts (in shells),Boite De Tomate/Pot,
3192,3192,2019,kolda,Fresh peanuts (in shells),Kg,525.0
3193,3193,2019,kolda,Fresh peanuts (in shells),Sachet,100.0
3194,3194,2019,kolda,Dried peanuts (in shells),Boite De Tomate/Pot,150.0
3195,3195,2019,kolda,Dried peanuts (in shells),Calebasse,
3196,3196,2019,kolda,Dried peanuts (in shells),Kg,
3197,3197,2019,kolda,Dried peanuts (in shells),Sachet,
3198,3198,2019,kolda,"Seasoning/flavoring (Maggi, Jumbo, etc.)",Sachet,50.0
3199,3199,2019,kolda,Attiéké (cassava couscous),Sachet,250.0
3200,3200,2019,kolda,"Eggplant, squash/zucchini",Kg,500.0
3201,3201,2019,kolda,"Eggplant, squash/zucchini",Morceau,75.0
3202,3202,2019,kolda,"Eggplant, squash/zucchini",Tas,100.0
3203,3203,2019,kolda,"Eggplant, squash/zucchini",Tranche,50.0
3204,3204,2019,kolda,"Eggplant, squash/zucchini",Unit,50.0
3205,3205,2019,kolda,Other fresh vegetables n.e.c. (including white hibiscus flowers),Sachet,
3206,3206,2019,kolda,Other fresh vegetables n.e.c. (including white hibiscus flowers),Tas,25.0
3207,3207,2019,kolda,Other citrus fruits,Bol,
3208,3208,2019,kolda,Other citrus fruits,Tas,
3209,3209,2019,kolda,Other citrus fruits,Unit,
3210,3210,2019,kolda,"Other condiments (pepper, etc.)",Boule (Dankk),
3211,3211,2019,kolda,"Other condiments (pepper, etc.)",Boîte,
3212,3212,2019,kolda,"Other condiments (pepper, etc.)",Kg,3000.0
3213,3213,2019,kolda,"Other condiments (pepper, etc.)",Sachet,25.0
3214,3214,2019,kolda,"Other condiments (pepper, etc.)",Tablespoon,1000.0
3215,3215,2019,kolda,"Other condiments (pepper, etc.)",Tas,
3216,3216,2019,kolda,Other cereals,Kg,
3217,3217,2019,kolda,Other cereal flours,Boite De Tomate/Pot,
3218,3218,2019,kolda,Other cereal flours,Kg,
3219,3219,2019,kolda,Other cereal flours,Louche Traditionnelle,
3220,3220,2019,kolda,"Other fruits (apples, grapes, etc.)",Kg,1200.0
3221,3221,2019,kolda,"Other fruits (apples, grapes, etc.)",Unit,200.0
3222,3222,2019,kolda,"Other oils n.e.c. (corn oil, palm kernel oil, etc.)",Boite De Tomate/Pot,
3223,3223,2019,kolda,"Other oils n.e.c. (corn oil, palm kernel oil, etc.)",Litre,
3224,3224,2019,kolda,"Other oils n.e.c. (corn oil, palm kernel oil, etc.)",Sachet,
3225,3225,2019,kolda,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Kg,2000.0
3226,3226,2019,kolda,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Morceau,
3227,3227,2019,kolda,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Tas,500.0
3228,3228,2019,kolda,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Unit,750.0
3229,3229,2019,kolda,"Other smoked fish (smoked kong, smoked yaboy/obo)",Kg,2625.0
3230,3230,2019,kolda,"Other smoked fish (smoked kong, smoked yaboy/obo)",Sachet,100.0
3231,3231,2019,kolda,"Other smoked fish (smoked kong, smoked yaboy/obo)",Tas,500.0
3232,3232,2019,kolda,"Other smoked fish (smoked kong, smoked yaboy/obo)",Unit,100.0
3233,3233,2019,kolda,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Boîte,
3234,3234,2019,kolda,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Paquet,
3235,3235,2019,kolda,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Pot,
3236,3236,2019,kolda,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Sachet,100.0
3237,3237,2019,kolda,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Teacup,50.0
3238,3238,2019,kolda,Avocados,Kg,2000.0
3239,3239,2019,kolda,Sweet banana,Kg,500.0
3240,3240,2019,kolda,Sweet banana,Régime,500.0
3241,3241,2019,kolda,Sweet banana,Tas,200.0
3242,3242,2019,kolda,Sweet banana,Unit,700.0
3243,3243,2019,kolda,"Fritters, flatbreads",Sachet,100.0
3244,3244,2019,kolda,"Fritters, flatbreads",Unit,25.0
3245,3245,2019,kolda,Butter,Demi Tablette,550.0
3246,3246,2019,kolda,Butter,Morceau,50.0
3247,3247,2019,kolda,Butter,Pot,1000.0
3248,3248,2019,kolda,Butter,Sachet,100.0
3249,3249,2019,kolda,Butter,Seau,1125.0
3250,3250,2019,kolda,Butter,Tablespoon,1400.0
3251,3251,2019,kolda,Butter,Tablette,500.0
3252,3252,2019,kolda,Butter,Teaspoon,1000.0
3253,3253,2019,kolda,Cookies/biscuits,Paquet,75.0
3254,3254,2019,kolda,Cookies/biscuits,Sachet,50.0
3255,3255,2019,kolda,"Soft drinks (Coke, etc.)","Bouteille de 1,5 L",650.0
3256,3256,2019,kolda,"Soft drinks (Coke, etc.)",Bouteille de 1L,750.0
3257,3257,2019,kolda,"Soft drinks (Coke, etc.)",Bouteille de 25cl,181.25
3258,3258,2019,kolda,"Soft drinks (Coke, etc.)",Canette,300.0
3259,3259,2019,kolda,Coffee,Boîte,800.0
3260,3260,2019,kolda,Coffee,Kg,700.0
3261,3261,2019,kolda,Coffee,Sachet,50.0
3262,3262,2019,kolda,Coffee,Tablespoon,
3263,3263,2019,kolda,Coffee,Teacup,50.0
3264,3264,2019,kolda,Coffee,Teaspoon,825.0
3265,3265,2019,kolda,"Caramel, candy, sweets, etc.",Sachet,
3266,3266,2019,kolda,"Caramel, candy, sweets, etc.",Unit,18.75
3267,3267,2019,kolda,Carrot,Kg,550.0
3268,3268,2019,kolda,Carrot,Morceau,50.0
3269,3269,2019,kolda,Carrot,Sachet,100.0
3270,3270,2019,kolda,Carrot,Seau,50.0
3271,3271,2019,kolda,Carrot,Tas,100.0
3272,3272,2019,kolda,Carrot,Tranche,
3273,3273,2019,kolda,Carrot,Unit,50.0
3274,3274,2019,kolda,"Cold cuts (ham, sausage), canned meats",Sachet,500.0
3275,3275,2019,kolda,Cocoa powder,Pot,800.0
3276,3276,2019,kolda,Cocoa powder,Sachet,50.0
3277,3277,2019,kolda,Chocolate bars/spreads,Pot,825.0
3278,3278,2019,kolda,Chocolate bars/spreads,Seau,
3279,3279,2019,kolda,Chocolate bars/spreads,Tablespoon,1700.0
3280,3280,2019,kolda,Cabbage,Kg,550.0
3281,3281,2019,kolda,Cabbage,Morceau,75.0
3282,3282,2019,kolda,Cabbage,Tas,
3283,3283,2019,kolda,Cabbage,Unit,166.6666667
3284,3284,2019,kolda,Lemons,Bouteille de 1 Litre,1000.0
3285,3285,2019,kolda,Lemons,Bouteilles,
3286,3286,2019,kolda,Lemons,Kg,
3287,3287,2019,kolda,Lemons,Litre,
3288,3288,2019,kolda,Lemons,Sachet,50.0
3289,3289,2019,kolda,Lemons,Tas,100.0
3290,3290,2019,kolda,Lemons,Unit,
3291,3291,2019,kolda,Tomato paste,Boite De Tomate/Pot,100.0
3292,3292,2019,kolda,Tomato paste,Sachet,100.0
3293,3293,2019,kolda,Tomato paste,Tablespoon,100.0
3294,3294,2019,kolda,Cucumber,Kg,
3295,3295,2019,kolda,Cucumber,Morceau,
3296,3296,2019,kolda,Cucumber,Tas,
3297,3297,2019,kolda,Cucumber,Unit,300.0
3298,3298,2019,kolda,"Bouillon cubes (Maggi, Jumbo, etc.)",Cube,25.0
3299,3299,2019,kolda,"Bouillon cubes (Maggi, Jumbo, etc.)",Sachet,100.0
3300,3300,2019,kolda,"Bouillon cubes (Maggi, Jumbo, etc.)",Tablette,
3301,3301,2019,kolda,Dates,Barquette,750.0
3302,3302,2019,kolda,Dates,Sachet,200.0
3303,3303,2019,kolda,Dates,Tas,600.0
3304,3304,2019,kolda,Dates,Unit,
3305,3305,2019,kolda,Mineral/filtered water,"Bouteille de 1,5 L",1250.0
3306,3306,2019,kolda,Mineral/filtered water,Bouteille de 10L,1200.0
3307,3307,2019,kolda,Mineral/filtered water,Bouteille de 33cl,100.0
3308,3308,2019,kolda,Mineral/filtered water,Bouteille de 5L,
3309,3309,2019,kolda,Mineral/filtered water,Sachet,50.0
3310,3310,2019,kolda,Local or imported wheat flour,Sachet,
3311,3311,2019,kolda,Corn flour,Boite De Tomate/Pot,150.0
3312,3312,2019,kolda,Corn flour,Cup/Goblet,
3313,3313,2019,kolda,Corn flour,Kg,200.0
3314,3314,2019,kolda,Corn flour,Sachet,
3315,3315,2019,kolda,Millet flour,Boite De Tomate/Pot,350.0
3316,3316,2019,kolda,Millet flour,Kg,225.0
3317,3317,2019,kolda,Millet flour,Sachet,
3318,3318,2019,kolda,Cassava flours,Kg,400.0
3319,3319,2019,kolda,Sorrel leaves (bissap),Bassine,
3320,3320,2019,kolda,Sorrel leaves (bissap),Boite De Tomate/Pot,500.0
3321,3321,2019,kolda,Sorrel leaves (bissap),Bol,
3322,3322,2019,kolda,Sorrel leaves (bissap),Tas,50.0
3323,3323,2019,kolda,Baobab leaves (lalo),Boite De Tomate/Pot,37.5
3324,3324,2019,kolda,Baobab leaves (lalo),Kg,1525.0
3325,3325,2019,kolda,Baobab leaves (lalo),Louche Traditionnelle,
3326,3326,2019,kolda,Baobab leaves (lalo),Sachet,50.0
3327,3327,2019,kolda,Bean/cowpea leaves,Boite De Tomate/Pot,
3328,3328,2019,kolda,Bean/cowpea leaves,Sachet,
3329,3329,2019,kolda,"Cassava leaves, taro leaves, and other greens",Boite De Tomate/Pot,
3330,3330,2019,kolda,"Cassava leaves, taro leaves, and other greens",Sachet,100.0
3331,3331,2019,kolda,"Cassava leaves, taro leaves, and other greens",Tas,
3332,3332,2019,kolda,Moringa leaves,Boite De Tomate/Pot,
3333,3333,2019,kolda,Moringa leaves,Sachet,300.0
3334,3334,2019,kolda,Moringa leaves,Tas,350.0
3335,3335,2019,kolda,Fonio,Boite De Tomate/Pot,
3336,3336,2019,kolda,Fonio,Kg,1000.0
3337,3337,2019,kolda,Cheese,Boîte,1200.0
3338,3338,2019,kolda,Cheese,Morceau,300.0
3339,3339,2019,kolda,Cheese,Unit,300.0
3340,3340,2019,kolda,Game (wild meats),Kg,
3341,3341,2019,kolda,Ginger,Sachet,100.0
3342,3342,2019,kolda,Ginger,Tas,100.0
3343,3343,2019,kolda,Ginger,Unit,37.5
3344,3344,2019,kolda,Fresh okra,Boite De Tomate/Pot,200.0
3345,3345,2019,kolda,Fresh okra,Kg,1350.0
3346,3346,2019,kolda,Fresh okra,Sachet,150.0
3347,3347,2019,kolda,Fresh okra,Tas,100.0
3348,3348,2019,kolda,Fresh okra,Unit,50.0
3349,3349,2019,kolda,Dried okra,Boite De Tomate/Pot,150.0
3350,3350,2019,kolda,Dried okra,Cup/Goblet,
3351,3351,2019,kolda,Dried okra,Sachet,25.0
3352,3352,2019,kolda,Dried okra,Seau,
3353,3353,2019,kolda,Cakes,Morceau,
3354,3354,2019,kolda,Cakes,Unit,
3355,3355,2019,kolda,Green beans,Sachet,125.0
3356,3356,2019,kolda,Green beans,Tas,100.0
3357,3357,2019,kolda,Refined peanut oil,"12,5cl(Demi Walatt)",
3358,3358,2019,kolda,Refined peanut oil,Boite De Tomate/Pot,
3359,3359,2019,kolda,Refined peanut oil,Bouteille de 25cl,
3360,3360,2019,kolda,Refined peanut oil,Bouteille de 5 Litres,
3361,3361,2019,kolda,Refined peanut oil,Litre,900.0
3362,3362,2019,kolda,Refined peanut oil,Quart De Litre,200.0
3363,3363,2019,kolda,Refined peanut oil,Sachet,
3364,3364,2019,kolda,"Traditional peanut oil (""ségal"")","12,5cl(Demi Walatt)",
3365,3365,2019,kolda,"Traditional peanut oil (""ségal"")",Boite De Tomate/Pot,
3366,3366,2019,kolda,"Traditional peanut oil (""ségal"")",Demi Litre,
3367,3367,2019,kolda,"Traditional peanut oil (""ségal"")",Litre,
3368,3368,2019,kolda,"Traditional peanut oil (""ségal"")",Quart De Litre,250.0
3369,3369,2019,kolda,"Traditional peanut oil (""ségal"")",Verre,
3370,3370,2019,kolda,Refined palm oil,"12,5cl(Demi Walatt)",
3371,3371,2019,kolda,Refined palm oil,Bouteille de 25cl,
3372,3372,2019,kolda,Refined palm oil,Quart De Litre,750.0
3373,3373,2019,kolda,Red palm oil,"12,5cl(Demi Walatt)",200.0
3374,3374,2019,kolda,Red palm oil,Boite De Tomate/Pot,1000.0
3375,3375,2019,kolda,Red palm oil,Bouteille de 50 cl,500.0
3376,3376,2019,kolda,Red palm oil,Bouteilles,
3377,3377,2019,kolda,Red palm oil,Cup/Goblet,200.0
3378,3378,2019,kolda,Red palm oil,Demi Litre,500.0
3379,3379,2019,kolda,Red palm oil,Litre,950.0
3380,3380,2019,kolda,Red palm oil,Louche Traditionnelle,1000.0
3381,3381,2019,kolda,Red palm oil,Quart De Litre,250.0
3382,3382,2019,kolda,Red palm oil,Sachet,150.0
3383,3383,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Boite De Tomate/Pot,
3384,3384,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 1 Litre,
3385,3385,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 25cl,5000.0
3386,3386,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 5 Litres,6500.0
3387,3387,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 50 cl,
3388,3388,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Demi Litre,500.0
3389,3389,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Litre,1000.0
3390,3390,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Quart De Litre,250.0
3391,3391,2019,kolda,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Sachet,650.0
3392,3392,2019,kolda,Yam,Morceau,100.0
3393,3393,2019,kolda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 1L,600.0
3394,3394,2019,kolda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 25cl,100.0
3395,3395,2019,kolda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 33cl,
3396,3396,2019,kolda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 50 cl,100.0
3397,3397,2019,kolda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Brique Carton,1000.0
3398,3398,2019,kolda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Canette,300.0
3399,3399,2019,kolda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Litre,500.0
3400,3400,2019,kolda,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Sachet,50.0
3401,3401,2019,kolda,Powdered juice,Sachet,100.0
3402,3402,2019,kolda,"Curdled milk, yogurt",Boite De Tomate/Pot,1000.0
3403,3403,2019,kolda,"Curdled milk, yogurt",Litre,600.0
3404,3404,2019,kolda,"Curdled milk, yogurt",Louche Traditionnelle,
3405,3405,2019,kolda,"Curdled milk, yogurt",Sachet,100.0
3406,3406,2019,kolda,"Curdled milk, yogurt",Seau,
3407,3407,2019,kolda,Unsweetened condensed milk,Boîte,250.0
3408,3408,2019,kolda,Sweetened condensed milk,Boîte,1000.0
3409,3409,2019,kolda,Powdered milk,Kg,2400.0
3410,3410,2019,kolda,Powdered milk,Paquet,1500.0
3411,3411,2019,kolda,Powdered milk,Sachet,100.0
3412,3412,2019,kolda,Powdered milk,Tablespoon,1500.0
3413,3413,2019,kolda,Powdered milk,Teaspoon,2000.0
3414,3414,2019,kolda,Baby milk and cereals,Boîte,2500.0
