i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
11393,2018,diourbel,4,3,2,0,1,2,0,1,0,0,1,0,0,3,0,1,0,0,2.197224577
11394,2018,diourbel,4,6,2,0,0,2,1,2,1,1,0,1,0,1,0,1,0,1,2.48490665
11395,2018,diourbel,1,3,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1.609437912
11396,2018,diourbel,2,0,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,1.791759469
11397,2018,diourbel,1,3,3,3,0,0,0,2,1,1,3,0,1,0,0,1,1,0,2.302585093
11398,2018,diourbel,4,4,6,6,1,0,2,2,3,0,0,3,1,0,3,2,2,1,2.995732274
11399,2018,diourbel,7,7,14,4,2,2,2,4,6,0,4,2,2,1,1,4,1,1,3.465735903
11411,2018,diourbel,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1.386294361
114110,2018,diourbel,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1.098612289
114111,2018,diourbel,8,4,4,3,0,1,1,1,3,1,0,1,2,3,0,5,1,0,2.944438979
11412,2018,diourbel,1,2,1,2,0,0,0,2,1,0,0,0,1,0,1,1,0,0,1.791759469
11413,2018,diourbel,5,3,4,4,0,1,3,1,1,1,0,0,2,3,0,1,2,1,2.772588722
11414,2018,diourbel,2,1,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1.609437912
11415,2018,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
11416,2018,diourbel,2,4,1,2,0,0,1,0,0,1,0,4,1,0,1,1,0,0,2.197224577
11417,2018,diourbel,3,1,3,0,1,0,2,0,0,1,0,0,0,2,0,1,0,0,1.945910149
11418,2018,diourbel,2,1,3,2,1,0,1,1,0,0,1,0,1,1,1,1,0,0,2.079441542
11419,2018,diourbel,4,6,4,3,0,3,4,1,0,2,0,0,1,2,1,2,1,0,2.833213344
11431,2018,diourbel,2,3,4,6,1,0,2,2,1,0,1,1,2,1,3,1,0,0,2.708050201
114310,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114311,2018,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
114312,2018,diourbel,3,3,2,1,1,2,1,0,0,0,0,1,1,2,0,0,0,1,2.197224577
11432,2018,diourbel,5,2,5,4,0,1,2,1,1,0,4,0,1,2,0,3,1,0,2.772588722
11433,2018,diourbel,3,2,4,0,1,1,3,1,0,0,0,0,0,1,0,2,0,0,2.197224577
11434,2018,diourbel,2,5,1,0,0,0,0,3,1,0,0,2,0,0,0,1,0,1,2.079441542
11435,2018,diourbel,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1.609437912
11436,2018,diourbel,3,2,2,1,0,0,0,0,0,1,2,1,0,2,1,1,0,0,2.079441542
11437,2018,diourbel,3,0,3,0,1,0,2,0,0,0,0,0,0,2,0,0,0,1,1.791759469
11438,2018,diourbel,1,2,3,2,0,0,0,1,1,1,2,0,1,0,1,1,0,0,2.079441542
11439,2018,diourbel,1,3,1,1,0,0,0,1,0,0,1,2,0,0,0,1,1,0,1.791759469
11451,2018,diourbel,4,5,4,5,0,2,3,3,0,0,2,0,3,3,0,1,1,0,2.890371758
114510,2018,diourbel,5,3,2,3,1,0,0,3,0,0,1,0,2,0,1,4,0,1,2.564949357
114511,2018,diourbel,1,1,4,1,1,0,2,0,1,1,0,0,0,1,0,0,1,0,1.945910149
114512,2018,diourbel,1,4,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1.609437912
11452,2018,diourbel,5,3,0,2,0,1,0,1,0,1,0,0,1,2,0,2,1,1,2.302585093
11453,2018,diourbel,2,4,3,2,0,0,0,2,2,2,1,0,1,0,0,2,1,0,2.397895273
11454,2018,diourbel,4,0,2,1,1,0,1,0,0,0,0,0,0,2,1,0,0,2,1.945910149
11455,2018,diourbel,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1.609437912
11456,2018,diourbel,4,4,4,2,1,1,0,2,2,1,1,0,0,1,1,2,1,1,2.63905733
11457,2018,diourbel,4,5,0,2,0,2,0,0,0,0,0,3,0,1,2,2,0,1,2.397895273
11458,2018,diourbel,3,9,2,1,0,4,1,3,1,1,0,1,0,1,0,1,1,1,2.708050201
11459,2018,diourbel,1,1,4,1,2,0,0,1,2,0,0,0,0,0,1,1,0,0,1.945910149
11471,2018,diourbel,2,3,3,2,1,1,0,1,1,1,1,0,0,2,1,0,1,0,2.302585093
114710,2018,diourbel,1,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1.609437912
114711,2018,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
114712,2018,diourbel,3,2,5,4,2,0,1,1,1,1,1,0,3,2,0,1,1,0,2.63905733
11472,2018,diourbel,3,1,8,2,2,1,2,0,4,0,1,0,0,0,1,2,0,1,2.63905733
11473,2018,diourbel,2,3,4,2,1,0,1,3,0,0,3,0,0,0,1,2,0,0,2.397895273
11474,2018,diourbel,7,6,4,1,2,1,1,3,0,1,1,1,0,3,1,3,0,1,2.890371758
11475,2018,diourbel,3,1,5,4,2,0,1,1,1,0,2,0,2,1,0,0,1,2,2.564949357
11476,2018,diourbel,1,2,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
11477,2018,diourbel,2,1,4,2,0,0,1,0,2,0,1,1,1,0,0,1,1,1,2.197224577
11478,2018,diourbel,5,12,7,6,1,3,3,5,3,3,0,1,3,2,2,2,1,1,3.401197382
11479,2018,diourbel,3,2,2,3,1,2,1,0,0,0,0,0,0,2,2,0,1,1,2.302585093
11481,2018,diourbel,3,0,1,4,1,0,0,0,0,0,0,0,2,2,1,0,1,1,2.079441542
114810,2018,diourbel,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1.386294361
114811,2018,diourbel,2,4,2,1,0,2,1,1,1,1,0,0,0,0,1,2,0,0,2.197224577
114812,2018,diourbel,2,2,2,1,0,0,0,2,1,0,1,0,0,1,1,1,0,0,1.945910149
11482,2018,diourbel,3,2,1,3,1,2,0,0,0,0,0,0,1,2,1,1,1,0,2.197224577
11483,2018,diourbel,3,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1.609437912
11484,2018,diourbel,1,1,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1.386294361
11485,2018,diourbel,5,5,4,1,1,0,1,2,1,2,1,1,0,3,0,1,1,1,2.708050201
11486,2018,diourbel,3,1,3,1,1,0,1,1,1,0,0,0,1,2,0,1,0,0,2.079441542
11487,2018,diourbel,2,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1.609437912
11488,2018,diourbel,1,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1.609437912
11489,2018,diourbel,2,0,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1.609437912
11501,2018,diourbel,4,2,4,3,2,2,1,0,0,0,1,0,2,3,0,0,1,1,2.564949357
115010,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
115011,2018,diourbel,3,2,2,2,1,0,1,0,0,1,1,1,0,0,0,1,1,2,2.197224577
115012,2018,diourbel,3,2,0,1,0,0,0,0,0,1,0,1,0,0,1,3,0,0,1.791759469
11502,2018,diourbel,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1.386294361
11503,2018,diourbel,2,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1.386294361
11504,2018,diourbel,5,7,5,7,2,2,0,3,2,0,1,3,5,1,2,2,0,1,3.17805383
11505,2018,diourbel,5,3,6,4,2,0,2,2,2,1,0,0,2,2,1,1,1,2,2.890371758
11506,2018,diourbel,1,2,2,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1.791759469
11507,2018,diourbel,6,10,5,8,1,5,2,1,1,2,1,2,2,2,5,1,1,3,3.36729583
11508,2018,diourbel,1,4,5,1,1,0,2,0,2,3,0,1,0,0,0,1,1,0,2.397895273
11509,2018,diourbel,1,4,3,1,0,0,2,1,1,2,0,1,0,0,0,1,1,0,2.197224577
1151,2018,dakar,4,0,0,7,0,0,0,0,0,0,0,0,4,3,2,0,1,1,2.397895273
11510,2018,dakar,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
11511,2018,dakar,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1.609437912
11512,2018,dakar,3,0,0,4,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1.945910149
1152,2018,dakar,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
11521,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
115210,2018,diourbel,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1.609437912
115211,2018,diourbel,3,5,4,2,0,2,2,1,2,1,0,1,0,1,2,1,0,1,2.63905733
115212,2018,diourbel,3,2,1,2,1,1,0,1,0,0,0,1,1,1,1,1,0,0,2.079441542
11522,2018,diourbel,2,2,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1.791759469
11523,2018,diourbel,1,4,1,1,0,1,1,2,0,1,0,0,0,1,1,0,0,0,1.945910149
11524,2018,diourbel,4,2,5,2,1,0,2,0,2,1,1,2,0,1,0,2,1,0,2.564949357
11525,2018,diourbel,2,1,2,2,1,0,1,0,0,0,1,2,1,0,0,1,0,0,1.945910149
11526,2018,diourbel,3,1,3,3,1,0,0,0,1,1,2,0,1,0,1,2,0,1,2.302585093
11527,2018,diourbel,2,4,1,1,0,1,0,3,1,0,0,0,0,1,0,1,1,0,2.079441542
11528,2018,diourbel,2,2,2,3,0,0,2,0,0,0,0,2,1,1,1,0,1,1,2.197224577
11529,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1153,2018,dakar,2,2,1,1,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1.791759469
1154,2018,dakar,1,0,3,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1.609437912
11541,2018,diourbel,2,3,2,0,0,1,2,0,0,1,0,1,0,0,0,1,0,1,1.945910149
115410,2018,diourbel,4,0,5,2,1,0,1,0,2,0,1,0,2,0,0,3,0,1,2.397895273
115411,2018,diourbel,8,8,3,4,1,2,1,2,1,2,0,2,1,4,2,3,1,1,3.135494216
115412,2018,diourbel,3,2,8,4,0,1,4,0,3,1,2,0,0,0,0,2,3,1,2.833213344
11542,2018,diourbel,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1.386294361
11543,2018,diourbel,1,1,6,2,1,0,1,0,2,1,2,0,1,0,0,1,1,0,2.302585093
11544,2018,diourbel,3,2,2,4,0,0,0,1,1,1,2,0,2,2,0,1,1,0,2.397895273
11545,2018,diourbel,5,3,6,5,0,0,3,1,3,1,0,1,2,1,0,2,3,2,2.944438979
11546,2018,diourbel,3,0,3,0,0,0,1,0,1,0,1,0,0,2,0,0,0,1,1.791759469
11547,2018,diourbel,1,3,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1.791759469
11548,2018,diourbel,3,2,0,5,0,0,0,1,0,0,0,1,4,0,0,3,1,0,2.302585093
11549,2018,diourbel,3,5,1,0,0,1,0,2,1,1,0,1,0,2,0,1,0,0,2.197224577
1155,2018,dakar,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
1156,2018,dakar,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1.609437912
1157,2018,dakar,6,0,0,3,0,0,0,0,0,0,0,0,1,1,1,2,1,3,2.197224577
11571,2018,diourbel,1,0,5,2,0,0,1,0,3,0,1,0,1,0,0,1,1,0,2.079441542
115710,2018,diourbel,4,5,5,5,0,2,3,1,0,1,2,1,2,0,3,4,0,0,2.944438979
115711,2018,diourbel,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.098612289
115712,2018,diourbel,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.386294361
11572,2018,diourbel,3,4,5,2,0,0,2,2,2,1,1,2,1,1,0,0,1,1,2.63905733
11573,2018,diourbel,3,2,0,2,0,1,0,0,0,0,0,2,2,1,0,0,0,1,1.945910149
11574,2018,diourbel,1,2,1,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1.791759469
11575,2018,diourbel,3,5,2,2,0,0,2,2,0,3,1,0,1,1,0,2,0,0,2.48490665
11576,2018,diourbel,3,7,5,1,0,2,2,2,2,2,1,1,0,1,1,2,0,0,2.772588722
11577,2018,diourbel,5,6,8,7,3,2,2,2,2,0,1,2,3,1,3,2,1,2,3.258096538
11578,2018,diourbel,2,1,4,1,2,0,0,0,1,0,1,1,1,0,0,2,0,0,2.079441542
11579,2018,diourbel,4,4,1,0,1,0,0,3,0,0,0,2,0,1,0,1,0,1,2.197224577
1158,2018,dakar,4,3,1,2,0,1,0,0,0,1,1,1,1,2,1,1,0,1,2.302585093
1159,2018,dakar,4,2,2,4,1,0,1,0,0,2,0,0,2,0,2,3,0,1,2.48490665
11591,2018,diourbel,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1.386294361
115910,2018,diourbel,2,2,2,1,2,0,0,1,0,1,0,0,0,1,1,1,0,0,1.945910149
115911,2018,diourbel,3,1,1,3,1,1,0,0,0,0,0,0,1,2,1,1,1,0,2.079441542
115912,2018,diourbel,2,1,4,1,2,0,1,1,1,0,0,0,0,0,1,1,0,1,2.079441542
11592,2018,diourbel,1,0,3,2,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1.791759469
11593,2018,diourbel,3,3,1,1,1,0,0,1,0,2,0,0,0,2,0,1,1,0,2.079441542
11594,2018,diourbel,1,1,2,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
11595,2018,diourbel,2,0,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1.609437912
11596,2018,diourbel,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1.098612289
11597,2018,diourbel,2,4,2,1,0,1,1,3,1,0,0,0,0,0,1,2,0,0,2.197224577
11598,2018,diourbel,5,4,8,4,2,0,5,1,0,2,1,1,0,2,3,1,1,2,3.044522438
11599,2018,diourbel,4,1,1,3,0,0,1,1,0,0,0,0,2,3,0,0,1,1,2.197224577
11611,2018,diourbel,5,8,2,5,0,1,1,3,0,2,3,2,3,2,0,2,0,1,2.995732274
116110,2018,diourbel,5,1,7,0,2,0,1,0,1,0,3,2,0,2,0,1,0,1,2.564949357
116111,2018,diourbel,3,4,2,2,0,2,2,0,0,2,0,0,0,0,0,3,2,0,2.397895273
116112,2018,diourbel,1,0,4,3,1,0,2,0,0,0,1,0,2,1,1,0,0,0,2.079441542
11612,2018,diourbel,2,3,2,1,2,2,0,1,0,0,0,0,0,2,1,0,0,0,2.079441542
11613,2018,diourbel,3,0,4,4,0,0,0,0,3,0,1,0,3,0,0,2,1,1,2.397895273
11614,2018,diourbel,3,2,2,3,1,0,1,0,0,1,0,2,2,0,0,1,1,1,2.302585093
11615,2018,diourbel,8,6,3,2,1,2,1,3,1,0,0,3,2,3,0,2,0,1,2.944438979
11616,2018,diourbel,5,4,1,0,0,0,1,3,0,1,0,0,0,2,0,1,0,2,2.302585093
11617,2018,diourbel,7,8,3,3,1,2,1,2,1,2,0,2,0,3,2,3,1,1,3.044522438
11618,2018,diourbel,1,1,1,4,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1.945910149
11619,2018,diourbel,3,1,0,5,0,0,0,0,0,0,0,2,4,0,0,2,1,0,2.197224577
11631,2018,diourbel,3,4,1,3,1,3,0,0,0,0,0,2,1,0,2,1,0,1,2.397895273
116310,2018,diourbel,2,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1.386294361
116311,2018,diourbel,2,2,3,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,2.079441542
116312,2018,diourbel,4,4,1,3,0,2,1,1,0,0,0,1,0,3,2,1,1,0,2.48490665
11632,2018,diourbel,9,8,7,3,3,2,3,1,1,4,0,1,2,7,1,1,0,1,3.295836866
11633,2018,diourbel,3,2,5,1,0,0,2,0,2,0,2,2,0,2,0,1,0,0,2.397895273
11634,2018,diourbel,2,3,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,1.791759469
11635,2018,diourbel,3,3,2,0,0,1,1,1,1,0,0,1,0,2,0,0,0,1,2.079441542
11636,2018,diourbel,5,4,2,2,2,1,0,2,0,1,1,0,0,3,0,0,1,2,2.564949357
11637,2018,diourbel,2,3,6,3,0,0,0,0,1,1,6,2,0,0,1,2,1,0,2.63905733
11638,2018,diourbel,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1.609437912
11639,2018,diourbel,1,2,2,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1.791759469
11651,2018,diourbel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
116510,2018,diourbel,3,1,4,1,1,0,1,0,1,0,1,1,0,0,0,2,1,1,2.197224577
116511,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116512,2018,diourbel,7,4,5,5,2,2,2,2,1,0,0,0,3,4,2,2,0,1,3.044522438
11652,2018,diourbel,2,2,2,2,0,0,2,1,0,0,0,1,2,1,0,1,0,0,2.079441542
11653,2018,diourbel,3,4,5,2,2,1,0,2,2,1,2,0,0,1,1,2,0,0,2.63905733
11654,2018,diourbel,3,4,2,3,0,1,1,2,0,1,2,0,0,1,2,2,0,0,2.48490665
11655,2018,diourbel,5,4,6,2,1,1,3,3,1,0,1,0,0,1,1,3,1,1,2.833213344
11656,2018,diourbel,2,0,2,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1.609437912
11657,2018,diourbel,2,1,0,4,0,1,0,0,0,0,1,1,2,0,0,0,1,1,1.945910149
11658,2018,diourbel,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1.386294361
11659,2018,diourbel,1,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.386294361
11671,2018,diourbel,1,2,2,1,0,0,0,2,0,0,2,0,1,0,0,1,0,0,1.791759469
116710,2018,diourbel,6,3,3,5,1,0,0,0,1,3,1,0,1,2,4,3,0,1,2.833213344
116711,2018,diourbel,3,2,0,2,0,1,0,0,0,1,0,0,1,1,0,2,1,0,1.945910149
116712,2018,diourbel,2,9,0,2,0,3,0,2,0,2,1,2,0,1,0,1,1,0,2.564949357
11672,2018,diourbel,2,1,4,2,2,0,0,0,1,0,1,1,1,1,1,0,0,1,2.197224577
11673,2018,diourbel,3,2,2,1,2,1,0,1,0,0,0,0,1,2,0,0,0,1,2.079441542
11674,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11675,2018,diourbel,3,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,1.609437912
11676,2018,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11677,2018,diourbel,2,3,2,1,0,1,1,0,0,2,1,0,0,1,1,1,0,0,2.079441542
11678,2018,diourbel,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1.386294361
11679,2018,diourbel,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
11691,2018,diourbel,1,4,1,2,0,2,0,2,0,0,1,0,1,1,0,0,1,0,2.079441542
116910,2018,diourbel,4,3,4,2,1,2,1,1,0,0,2,0,2,2,0,0,0,2,2.564949357
116911,2018,diourbel,1,2,0,3,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1.791759469
116912,2018,diourbel,4,5,4,1,0,2,2,2,0,1,3,0,0,2,0,1,0,1,2.63905733
11692,2018,diourbel,4,4,1,1,0,1,0,2,0,1,1,0,0,0,0,2,1,2,2.302585093
11693,2018,diourbel,6,4,2,2,0,1,2,0,0,2,1,1,1,1,0,3,0,2,2.63905733
11694,2018,diourbel,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1.609437912
11695,2018,diourbel,3,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1.791759469
11696,2018,diourbel,2,1,2,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1.609437912
11697,2018,diourbel,3,3,0,2,0,1,0,1,0,1,0,0,1,2,1,0,0,1,2.079441542
11698,2018,diourbel,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
11699,2018,diourbel,4,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,1.791759469
1171,2018,dakar,3,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1.609437912
11710,2018,dakar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.098612289
11711,2018,dakar,3,1,5,2,2,0,2,1,1,0,1,0,0,2,0,1,1,0,2.397895273
117110,2018,diourbel,2,2,3,1,1,1,2,1,0,0,0,0,0,1,1,1,0,0,2.079441542
117111,2018,diourbel,1,4,3,1,1,1,0,2,0,1,2,0,0,0,0,1,1,0,2.197224577
117112,2018,diourbel,3,3,2,1,1,1,1,1,0,0,0,1,1,1,0,2,0,0,2.197224577
11712,2018,dakar,6,2,3,10,1,0,0,1,1,1,1,0,4,2,2,4,4,0,3.044522438
11713,2018,diourbel,2,3,3,0,1,1,0,2,1,0,1,0,0,1,0,1,0,0,2.079441542
11714,2018,diourbel,2,6,3,2,2,1,0,2,1,0,0,3,1,1,0,1,1,0,2.564949357
11715,2018,diourbel,1,3,4,1,1,0,1,0,2,1,0,2,0,0,0,1,1,0,2.197224577
11716,2018,diourbel,3,1,2,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,1.791759469
11717,2018,diourbel,1,0,4,2,0,0,1,0,2,0,2,0,0,1,1,0,0,0,1.945910149
11718,2018,diourbel,2,1,0,2,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1.609437912
11719,2018,diourbel,1,1,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1.609437912
1172,2018,dakar,4,3,0,3,0,2,0,0,0,0,0,1,1,0,2,3,0,1,2.302585093
1173,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11731,2018,SAINT-LOUIS,4,1,2,1,0,0,1,1,1,0,0,0,0,0,0,3,1,1,2.079441542
117310,2018,SAINT-LOUIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117311,2018,SAINT-LOUIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
117312,2018,SAINT-LOUIS,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
11732,2018,SAINT-LOUIS,2,1,3,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,1.791759469
11733,2018,SAINT-LOUIS,4,3,0,1,0,0,0,1,0,1,0,1,0,2,1,1,0,1,2.079441542
11734,2018,SAINT-LOUIS,3,2,2,2,0,1,0,0,1,1,1,0,1,0,1,2,0,1,2.197224577
11735,2018,SAINT-LOUIS,3,2,3,1,0,0,0,1,0,0,3,1,0,1,0,1,1,1,2.197224577
11736,2018,SAINT-LOUIS,2,0,2,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,1.791759469
11737,2018,SAINT-LOUIS,2,3,1,1,0,0,0,1,1,0,0,3,0,0,0,1,1,0,1.945910149
11738,2018,SAINT-LOUIS,2,2,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1.791759469
11739,2018,SAINT-LOUIS,1,0,5,1,0,0,0,0,2,0,3,0,1,0,0,0,0,1,1.945910149
1174,2018,dakar,4,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1.791759469
1175,2018,dakar,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
11751,2018,SAINT-LOUIS,2,2,4,1,0,1,0,1,3,0,1,1,0,0,1,1,0,0,2.197224577
117510,2018,SAINT-LOUIS,1,2,3,1,0,0,0,1,1,1,2,0,1,0,0,1,0,0,1.945910149
117511,2018,SAINT-LOUIS,4,1,3,7,1,0,1,0,1,1,0,0,5,2,2,1,0,1,2.708050201
117512,2018,SAINT-LOUIS,5,6,1,4,1,1,0,3,0,2,0,0,1,3,3,1,0,1,2.772588722
11752,2018,SAINT-LOUIS,3,3,3,2,0,1,3,1,0,0,0,1,0,0,2,2,0,1,2.397895273
11753,2018,SAINT-LOUIS,4,7,5,7,0,2,4,2,0,1,2,2,3,2,2,1,1,1,3.135494216
11754,2018,SAINT-LOUIS,9,7,11,8,2,1,2,3,5,2,2,1,2,6,5,1,1,2,3.555348061
11755,2018,SAINT-LOUIS,3,2,4,5,2,1,1,0,1,1,0,0,3,2,1,0,1,1,2.63905733
11756,2018,SAINT-LOUIS,2,4,4,3,0,0,1,2,0,1,3,1,1,1,2,1,0,0,2.564949357
11757,2018,SAINT-LOUIS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
11758,2018,SAINT-LOUIS,7,10,8,9,2,2,3,3,1,4,2,1,6,4,2,1,1,2,3.526360525
11759,2018,SAINT-LOUIS,8,6,13,8,2,0,3,4,5,1,4,3,3,0,2,5,2,1,3.555348061
1176,2018,dakar,6,0,1,7,0,0,1,0,0,0,1,0,4,0,0,2,2,4,2.63905733
1177,2018,dakar,5,0,1,4,0,0,0,0,1,0,0,0,2,3,1,1,1,1,2.302585093
11771,2018,SAINT-LOUIS,4,2,1,3,0,0,0,0,0,1,2,1,1,0,0,3,1,1,2.302585093
117710,2018,SAINT-LOUIS,5,2,0,2,0,0,0,1,0,0,0,1,2,2,0,1,0,2,2.197224577
117711,2018,SAINT-LOUIS,3,5,2,2,0,2,2,1,0,1,0,1,0,2,1,0,1,1,2.48490665
117712,2018,SAINT-LOUIS,1,3,1,1,0,2,0,1,1,0,0,0,0,1,1,0,0,0,1.791759469
11772,2018,SAINT-LOUIS,3,0,1,2,0,0,1,0,0,0,0,0,0,2,1,0,1,1,1.791759469
11773,2018,SAINT-LOUIS,1,2,3,2,1,0,0,1,1,0,1,1,1,0,1,1,0,0,2.079441542
11774,2018,SAINT-LOUIS,4,0,1,7,0,0,1,0,0,0,0,0,3,1,2,1,2,2,2.48490665
11775,2018,SAINT-LOUIS,1,2,1,3,0,1,1,1,0,0,0,0,0,1,3,0,0,0,1.945910149
11776,2018,SAINT-LOUIS,3,1,2,4,0,1,1,0,1,0,1,1,1,0,2,1,0,1,2.302585093
11777,2018,SAINT-LOUIS,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.386294361
11778,2018,SAINT-LOUIS,2,1,2,1,0,0,0,0,2,0,0,1,0,1,0,1,1,0,1.791759469
11779,2018,SAINT-LOUIS,5,5,4,1,0,1,0,0,1,3,3,2,0,1,1,2,0,1,2.708050201
1178,2018,dakar,2,1,1,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1.791759469
1179,2018,dakar,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1.609437912
11791,2018,SAINT-LOUIS,2,1,1,3,0,0,1,1,0,0,0,0,1,0,2,2,0,0,1.945910149
117910,2018,SAINT-LOUIS,1,1,4,1,0,0,2,0,1,1,1,0,0,0,1,1,0,0,1.945910149
